date,station,daily_rainfall_total,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
5/11/2013,Admiralty,34,27,33.8,24.2,6.7,30.6
6/11/2013,Admiralty,0.2,26.9,30.1,23.4,8.3,35.6
7/11/2013,Admiralty,0,28.1,32.3,24.9,8.4,28.8
8/11/2013,Admiralty,0.2,27.2,32.1,24.9,7.9,35.3
9/11/2013,Admiralty,15.6,26.4,31.6,24.8,5.2,32.8
10/11/2013,Admiralty,14.2,26.9,30.4,23.4,5.2,43.2
11/11/2013,Admiralty,3.4,27,30.1,23.8,6.9,41
12/11/2013,Admiralty,4,25.4,27.9,23.6,5.9,28.8
13/11/2013,Admiralty,42.8,27,34.8,24.1,5.7,37.4
14/11/2013,Admiralty,0.2,26.6,30.1,23.1,5.4,38.9
15/11/2013,Admiralty,1.6,26.4,31.3,24.2,6.6,32
16/11/2013,Admiralty,0.8,27.1,31.1,24.4,6.2,28.4
17/11/2013,Admiralty,1.2,25.7,27.2,24.8,8.4,31.3
18/11/2013,Admiralty,0,26.7,30.4,24.6,8.8,43.9
19/11/2013,Admiralty,1,27.2,31.8,25.1,5.9,31
20/11/2013,Admiralty,6,27.3,29.9,24.3,10.2,45
21/11/2013,Admiralty,11.2,27.9,31.2,24.2,10.6,43.6
22/11/2013,Admiralty,34.8,27.3,31.3,23.9,6.5,23
23/11/2013,Admiralty,1,26.6,30.7,22.3,7.1,41
24/11/2013,Admiralty,0,27.6,32.3,25.3,6.3,24.8
25/11/2013,Admiralty,9,26.7,32.5,23.6,6.8,44.6
26/11/2013,Admiralty,0.4,26.9,30,25.2,7.1,24.5
27/11/2013,Admiralty,41.2,27.9,34,23.7,5.7,32.8
28/11/2013,Admiralty,0.4,26.6,31.5,24.9,6.9,27.7
29/11/2013,Admiralty,0.8,27.2,31.8,24.8,6.9,28.4
30/11/2013,Admiralty,11,26.6,32.4,24.8,7.2,30.6
1/12/2013,Admiralty,44,25.6,27.5,24.4,8,24.1
2/12/2013,Admiralty,9.4,24.5,25.2,24,8.4,25.6
3/12/2013,Admiralty,48.8,25.2,30.7,23.5,6.6,25.6
4/12/2013,Admiralty,0,25.4,27.8,23.7,9.8,32.8
5/12/2013,Admiralty,1.2,26.3,31.3,24.2,7.1,24.8
6/12/2013,Admiralty,44.2,24.8,30,23.3,7.4,31.7
7/12/2013,Admiralty,0,26.7,32.3,23,6.3,27.7
8/12/2013,Admiralty,20.4,24.9,28.5,23.6,9.2,25.2
9/12/2013,Admiralty,0,26.8,32.8,24.1,6.6,29.2
10/12/2013,Admiralty,2,26.9,31.7,24.8,5.5,23.8
11/12/2013,Admiralty,8.8,27,30.9,24.7,8.5,32
12/12/2013,Admiralty,3.4,26.9,30.8,25.1,9.3,36.4
13/12/2013,Admiralty,0,27.4,31.8,24.9,10.2,29.9
14/12/2013,Admiralty,0.6,27.2,31.9,24.9,8.5,33.5
15/12/2013,Admiralty,6.6,26.5,32.7,23,7.2,36.4
16/12/2013,Admiralty,0,28,32.5,24.4,8.6,37.4
17/12/2013,Admiralty,0.2,27.9,32.9,24.8,7.3,35.3
18/12/2013,Admiralty,57.8,26.7,33.3,21.7,9.4,48.6
19/12/2013,Admiralty,0,25.6,28.8,23,10.4,43.9
20/12/2013,Admiralty,3.8,25.1,27.4,23.5,7.6,28.8
21/12/2013,Admiralty,0,25.9,29.2,23.5,9.7,28.8
22/12/2013,Admiralty,0,26.5,30.7,24,11.5,33.8
23/12/2013,Admiralty,2.2,25.3,27.4,23.9,12.7,31.7
24/12/2013,Admiralty,0.6,26.7,29.2,25.3,12,40
25/12/2013,Admiralty,0,27,30,25.2,10.8,44.3
26/12/2013,Admiralty,15.4,26.3,30.5,23.8,10.5,33.5
27/12/2013,Admiralty,0.2,26.6,29.5,24.7,11.5,39.6
28/12/2013,Admiralty,0.4,26,29.3,24.6,12.6,41
29/12/2013,Admiralty,0,25.8,27.9,24.3,11.1,35.3
30/12/2013,Admiralty,0.4,26.2,29.1,24.2,11.4,35.6
31/12/2013,Admiralty,1,25.4,27.4,24.6,11.9,38.2
1/1/2014,Admiralty,0,26.3,28.8,24.3,10.8,34.2
2/1/2014,Admiralty,0,26.9,30.7,24.6,11.5,38.2
3/1/2014,Admiralty,4.6,26.5,29.5,24.9,9.7,34.2
4/1/2014,Admiralty,3.8,26.4,31.2,24.7,8.1,32.8
5/1/2014,Admiralty,3.6,24.6,25.3,23.6,8.4,27
6/1/2014,Admiralty,80,25,27.2,23.1,6.2,29.5
7/1/2014,Admiralty,2,26.5,30.6,24.3,8,27.4
8/1/2014,Admiralty,0,26.9,30.8,24.4,11.7,34.6
9/1/2014,Admiralty,2.6,25.4,27.5,23.9,6,27.4
10/1/2014,Admiralty,0,26.9,31.9,24.1,6,27.4
11/1/2014,Admiralty,1.8,26.5,30.9,23.6,12.8,37.4
12/1/2014,Admiralty,0.2,25.9,28.3,24.4,11.7,39.2
13/1/2014,Admiralty,0,26.4,29.3,24.5,14.8,43.2
14/1/2014,Admiralty,0.2,26.1,29.6,23.9,13.3,44.3
15/1/2014,Admiralty,0,25.4,28.2,23.9,12.8,44.3
16/1/2014,Admiralty,0,25.6,28.4,23.5,13.9,39.6
17/1/2014,Admiralty,0,25.6,28.6,23.5,14.3,41.8
18/1/2014,Admiralty,0,25.6,28.5,23.5,14,42.5
19/1/2014,Admiralty,0,25.6,29,23.5,13.2,39.6
20/1/2014,Admiralty,0,25.6,29.2,23.7,14.2,37.4
21/1/2014,Admiralty,0,25.5,28.7,23.4,14,39.6
22/1/2014,Admiralty,0,25,27.9,23,13.5,40.3
23/1/2014,Admiralty,0,25.2,28.7,23.1,13,41.8
24/1/2014,Admiralty,0,25.2,28.3,23,12.6,35.3
25/1/2014,Admiralty,0,25.2,28.7,23.1,12.4,38.5
26/1/2014,Admiralty,0,25.2,29.3,22.5,11.3,37.1
27/1/2014,Admiralty,0,25.2,28.7,22.6,13.5,39.2
28/1/2014,Admiralty,0,26.1,29.7,24.1,14,40.7
29/1/2014,Admiralty,0,26,30,23.4,14.5,46.4
30/1/2014,Admiralty,0,25.5,30.3,22.6,13.2,53.6
31/1/2014,Admiralty,0,25.8,30.6,22.4,13.8,36.4
1/2/2014,Admiralty,0,25.7,32.4,21.8,10.9,33.1
2/2/2014,Admiralty,0,25.4,30.5,22.5,10.2,31
3/2/2014,Admiralty,0,25.9,31.7,23,10.8,29.9
4/2/2014,Admiralty,0,26.2,31.8,22.4,10.6,32.4
5/2/2014,Admiralty,0,25.9,32,22.5,11.6,35.6
6/2/2014,Admiralty,0,26.2,31.7,23,10.5,35.3
7/2/2014,Admiralty,0,26.3,31.5,23.6,10.1,27
8/2/2014,Admiralty,15.8,26.3,31.7,23.8,9.4,32
9/2/2014,Admiralty,0,27,32.6,24.2,7.9,29.2
10/2/2014,Admiralty,0,27.6,33.4,24.3,8.4,27.7
11/2/2014,Admiralty,0,27.2,31.7,24.7,11.1,33.1
12/2/2014,Admiralty,0,27.1,32.5,24.1,12.1,37.8
13/2/2014,Admiralty,0,27.5,32.6,24.9,12.5,40.7
14/2/2014,Admiralty,0,27,30.9,24.7,12.8,37.1
15/2/2014,Admiralty,0,27.1,31,24.7,14.4,41
16/2/2014,Admiralty,0,26.9,30.9,24.7,12.9,38.5
17/2/2014,Admiralty,0,27,30.7,24.9,14.6,36.4
18/2/2014,Admiralty,0,27.4,32.2,24.8,13,34.6
19/2/2014,Admiralty,0,27.1,32,24.5,12,35.3
20/2/2014,Admiralty,0,27.1,31.3,24.7,15.2,42.5
21/2/2014,Admiralty,0,26.9,29.8,24.9,15.7,43.2
22/2/2014,Admiralty,0,27.5,32.4,24.5,14.8,51.1
23/2/2014,Admiralty,0,26.7,31.3,24,12.5,44.3
24/2/2014,Admiralty,0,26.7,31.4,23.7,13.8,40
25/2/2014,Admiralty,0,26.4,31,23.4,11.9,37.8
26/2/2014,Admiralty,0,26.8,31.2,23.7,13.3,41
27/2/2014,Admiralty,0,27.3,32.4,24.1,13.6,44.3
28/2/2014,Admiralty,0,27.1,31.5,24.1,13.8,40.7
1/3/2014,Admiralty,0,27,31.5,24.6,12.4,40.3
2/3/2014,Admiralty,0,27.5,33.9,24.1,10.2,31
3/3/2014,Admiralty,0,27.3,33.2,24.4,10.8,38.5
4/3/2014,Admiralty,0,27.5,33.3,24.2,10.6,33.1
5/3/2014,Admiralty,0,27.4,33.9,23.9,11.4,40.7
6/3/2014,Admiralty,0,26.9,31.9,23.5,11.5,38.2
7/3/2014,Admiralty,0,27.2,32.1,23.9,12.1,36.7
8/3/2014,Admiralty,0,27.4,32.8,24.5,11.9,37.8
9/3/2014,Admiralty,0,27,32.6,23.6,13,40
10/3/2014,Admiralty,0,27.2,31.4,24.2,13.8,42.1
11/3/2014,Admiralty,0,27.6,33.3,24,13.9,42.5
12/3/2014,Admiralty,0,27.7,33.4,24.7,13.1,36.7
13/3/2014,Admiralty,0,28,33.8,24.6,11.9,38.2
14/3/2014,Admiralty,0,28.2,33.5,25.1,11.6,40.7
15/3/2014,Admiralty,0,28,31.8,25.6,14,43.6
16/3/2014,Admiralty,25.4,25.4,27,23.6,7.8,44.3
17/3/2014,Admiralty,29.6,25.7,28,23.8,8.2,35.6
18/3/2014,Admiralty,21.2,26.1,30.1,24.5,7.2,38.2
19/3/2014,Admiralty,21.8,25.9,31.2,24.2,6.6,29.9
20/3/2014,Admiralty,2.4,26.5,31.4,25,7,32
21/3/2014,Admiralty,5,27.3,33.1,24.8,6.9,34.6
22/3/2014,Admiralty,0,27,31,24.3,11.4,34.2
23/3/2014,Admiralty,0,27.4,32.2,24.1,12.2,43.6
24/3/2014,Admiralty,0,27.6,32.2,24.7,11.8,36.7
25/3/2014,Admiralty,0,27.9,32.6,25,12.8,43.2
26/3/2014,Admiralty,0,28.2,32.7,25.4,12,35.6
27/3/2014,Admiralty,0,28.6,33.8,25.4,10.3,35.3
28/3/2014,Admiralty,10,28.3,34,25.6,9.6,32.8
29/3/2014,Admiralty,4.6,27.7,32.6,24.8,7.6,45.7
30/3/2014,Admiralty,0,28,32.7,25.6,7.3,31.3
31/3/2014,Admiralty,0,28.5,32.9,25.8,8.9,31.3
1/4/2014,Admiralty,3,28.1,33.1,25.7,6.7,22.7
2/4/2014,Admiralty,0.2,28.3,31.9,25.9,7,22
3/4/2014,Admiralty,0,29,33.8,26.5,8.9,36.4
4/4/2014,Admiralty,0,28,34,25.5,6.4,30.6
5/4/2014,Admiralty,3,26.3,28.1,24.2,7.3,27.4
6/4/2014,Admiralty,2,28,31.8,25.2,8.6,32.4
7/4/2014,Admiralty,0,28.8,34.5,24.9,7.9,22.7
8/4/2014,Admiralty,10.8,27.7,33.8,25,7.4,36.7
9/4/2014,Admiralty,10.4,27.5,34.2,24.4,6.6,34.6
10/4/2014,Admiralty,0.8,27.4,30.9,25.3,6.8,21.2
11/4/2014,Admiralty,44.2,27.3,33.7,22.4,6.9,38.2
12/4/2014,Admiralty,2.4,26.6,30,23.8,6,36
13/4/2014,Admiralty,12.2,28.3,34.5,25.3,5.5,34.6
14/4/2014,Admiralty,60.4,27.6,35.8,23,6.1,47.9
15/4/2014,Admiralty,0,28.4,34.7,24.9,7.3,36
16/4/2014,Admiralty,6.6,28.1,33.6,25.2,5.8,37.1
17/4/2014,Admiralty,13,27.8,32.4,24.8,5.8,29.9
18/4/2014,Admiralty,0.2,27.2,30.1,26.2,5.4,31
19/4/2014,Admiralty,0,28.7,33.7,25.3,6.7,25.6
20/4/2014,Admiralty,11.8,27.6,30.5,24.6,6.7,41.4
21/4/2014,Admiralty,5.8,26.5,29.3,25.4,6,27.4
22/4/2014,Admiralty,0.2,27.3,34.9,24.8,5.7,30.6
23/4/2014,Admiralty,2,27.8,33.5,24.8,5.6,40.7
24/4/2014,Admiralty,9.4,28,33.8,24.6,7.4,40
25/4/2014,Admiralty,49.2,27.8,34.5,24,5.5,34.6
26/4/2014,Admiralty,1.8,27.9,34.9,25.6,5.6,28.8
27/4/2014,Admiralty,0,28,33.2,25.5,6.5,28.8
28/4/2014,Admiralty,0.2,28.5,32.3,25.5,6.9,26.3
29/4/2014,Admiralty,0,28.2,31.6,25.8,7.3,34.9
30/4/2014,Admiralty,11.8,27.8,32.7,25.7,5.4,20.5
1/5/2014,Admiralty,0.2,28,31,24.5,6.6,44.3
2/5/2014,Admiralty,0,29.5,33.2,26.3,5.5,22
3/5/2014,Admiralty,38.6,28.6,34.7,25.5,7.7,37.4
4/5/2014,Admiralty,0,28.9,33.3,26.2,6.8,29.9
5/5/2014,Admiralty,4.4,28.9,33.6,26.6,7,30.2
6/5/2014,Admiralty,0,29.5,33.8,26.5,7.9,28.8
7/5/2014,Admiralty,3.4,28,34.2,25.2,7.2,39.2
8/5/2014,Admiralty,46,27.2,32.7,23,5.6,43.2
9/5/2014,Admiralty,21.8,28.1,32.2,25.8,6.4,37.8
10/5/2014,Admiralty,0,29.6,34.9,26.9,5.8,21.6
11/5/2014,Admiralty,36.4,27.7,33.7,24.2,5.7,31.7
12/5/2014,Admiralty,0.8,27.9,32,25.5,4.7,28.4
13/5/2014,Admiralty,0,28.6,33,25.3,6.6,30.6
14/5/2014,Admiralty,12.2,27.7,30.6,24.5,8.9,38.2
15/5/2014,Admiralty,0,29.3,33.4,26.7,5.5,27
16/5/2014,Admiralty,13,28.3,31.3,23.3,6.1,46.4
17/5/2014,Admiralty,11,28.1,31.4,24.9,6.2,35.3
18/5/2014,Admiralty,4.6,26.6,29,24.5,4.3,38.2
19/5/2014,Admiralty,29.4,27.1,30.2,22.7,6.3,43.9
20/5/2014,Admiralty,5,27.2,33.2,23.6,5.4,27
21/5/2014,Admiralty,11.2,27.6,32.7,25,6.2,37.8
22/5/2014,Admiralty,0,28.8,32.7,25.7,5.6,24.1
23/5/2014,Admiralty,1.8,27,30.6,24.2,6,31
24/5/2014,Admiralty,0,28.4,33.3,24.7,7.4,33.5
25/5/2014,Admiralty,16.6,28.8,33.6,26.3,5.5,28.1
26/5/2014,Admiralty,23,27.4,31.1,25.2,5.7,21.6
27/5/2014,Admiralty,0,27.7,30.7,25.6,7.3,31.3
28/5/2014,Admiralty,10.2,28.5,33,24.6,6,31.3
29/5/2014,Admiralty,1.2,28.7,33,25,5.2,21.6
30/5/2014,Admiralty,10.2,27.7,31.6,26,6.8,31.3
31/5/2014,Admiralty,0,29,32.3,26,6.2,30.6
1/6/2014,Admiralty,23.8,28.3,31.7,25.6,5.6,32
2/6/2014,Admiralty,10.2,28.4,31.2,25.8,4.2,24.8
3/6/2014,Admiralty,0,29.3,31.8,26.7,5,20.5
4/6/2014,Admiralty,4,27.5,29,26.4,5.7,25.9
5/6/2014,Admiralty,7.2,26.6,30,24.4,7.8,36
6/6/2014,Admiralty,41.8,27.1,32,24.1,5.8,46.4
7/6/2014,Admiralty,0.4,28.5,32.3,25.3,6.2,29.9
8/6/2014,Admiralty,0,30.2,34.1,27.3,6.1,25.2
9/6/2014,Admiralty,16.8,29.1,34.5,24,5.5,53.3
10/6/2014,Admiralty,0.4,28.8,34,25.9,6.1,25.9
11/6/2014,Admiralty,0,30,33.7,27.8,5.9,34.2
12/6/2014,Admiralty,5.2,28.7,32.6,23.6,7.3,60.5
13/6/2014,Admiralty,0,30,33.4,27.7,5.9,23.4
14/6/2014,Admiralty,18,27.4,29.4,22.9,5.1,58.7
15/6/2014,Admiralty,0,29.2,32.4,26.3,5.8,26.3
16/6/2014,Admiralty,0,30,33.5,27.9,7,33.8
17/6/2014,Admiralty,0,30.4,33.8,28.2,7.2,22.7
18/6/2014,Admiralty,10.6,28.6,32.9,23.3,8,47.9
19/6/2014,Admiralty,2.6,29.2,33.9,24.8,6.8,40.7
20/6/2014,Admiralty,0,30.4,33.9,28.1,6.7,25.6
21/6/2014,Admiralty,0,30.8,34.3,28.3,6.7,30.6
22/6/2014,Admiralty,0,29.9,33.3,27.3,7.5,28.8
23/6/2014,Admiralty,0,29.7,32.2,27.7,6.7,36.7
24/6/2014,Admiralty,1.2,29.3,33.2,25.3,5.6,24.5
25/6/2014,Admiralty,27.6,28.5,32,22.6,7.9,58.3
26/6/2014,Admiralty,0,29.5,32.8,27.1,6.1,32.8
27/6/2014,Admiralty,0,27.4,29.7,25.3,7.6,37.4
28/6/2014,Admiralty,0,28.9,32.8,26.5,5.4,23
29/6/2014,Admiralty,3.6,28.6,31.5,25.8,5.2,29.2
30/6/2014,Admiralty,22.6,27.2,30.5,23,6.3,38.5
1/7/2014,Admiralty,1.2,28,33.3,25.1,5.4,33.8
2/7/2014,Admiralty,0,28.7,32,25.2,6,27.7
3/7/2014,Admiralty,0.2,28.5,31.6,25.8,5.5,25.2
4/7/2014,Admiralty,0,28.6,30.9,27.4,4.9,33.5
5/7/2014,Admiralty,34.4,27.1,29.9,23.6,6.1,38.9
6/7/2014,Admiralty,0,28.4,31.2,26.2,5,29.5
7/7/2014,Admiralty,53.8,28,32,23.2,7.9,43.6
8/7/2014,Admiralty,18.2,27.7,31,22.9,7.4,41.4
9/7/2014,Admiralty,28.8,27.2,29.2,22.9,6.5,32
10/7/2014,Admiralty,1,28.4,33.1,26.5,6.1,23
11/7/2014,Admiralty,15.8,27.2,31.7,24.8,5.9,33.1
12/7/2014,Admiralty,0,27.1,30.2,24.2,8.3,34.2
13/7/2014,Admiralty,0,29.1,33.4,26.3,6.7,29.5
14/7/2014,Admiralty,0,30,33.9,27.6,6.5,25.6
15/7/2014,Admiralty,0,29.8,32.1,28.3,7.3,24.5
16/7/2014,Admiralty,0,29.2,33.4,26.7,7.1,26.3
17/7/2014,Admiralty,0,27.7,30.3,25.1,6.4,28.4
18/7/2014,Admiralty,0,29.3,32,27.2,6.4,27
19/7/2014,Admiralty,0,29.1,32.3,27.7,6.1,42.8
20/7/2014,Admiralty,0,29.4,33.9,26.3,5.8,28.1
21/7/2014,Admiralty,0,29.5,32.3,27.3,7,27.4
22/7/2014,Admiralty,0,29.5,32.6,27.5,7.8,37.4
23/7/2014,Admiralty,2.4,29.6,32.2,27.4,6.6,40
24/7/2014,Admiralty,0,29.5,32.7,27.4,6.5,26.6
25/7/2014,Admiralty,0,30,33.4,27.5,7.4,28.4
26/7/2014,Admiralty,0,30.2,33.8,27.7,7.7,29.2
27/7/2014,Admiralty,31.2,28.1,31.9,22,6.8,62.6
28/7/2014,Admiralty,0,28.9,32.5,26.4,5.9,31.7
29/7/2014,Admiralty,13.6,27.2,30.3,23.1,6.6,54
30/7/2014,Admiralty,37,27,32.4,24.5,5.7,50.4
31/7/2014,Admiralty,0.2,27.4,29.7,24.8,6.1,30.6
1/8/2014,Admiralty,0.6,28.5,31.8,26.5,6.6,23.4
2/8/2014,Admiralty,6.4,28.7,32.2,24.8,7.2,45
3/8/2014,Admiralty,0,28.7,31.7,25.3,6.7,28.8
4/8/2014,Admiralty,0,29.2,32.3,26.9,6.8,31.7
5/8/2014,Admiralty,1.2,26.5,28.6,23.6,8.1,49
6/8/2014,Admiralty,12,27.3,30.3,23.6,5.1,33.8
7/8/2014,Admiralty,0,27.4,30.9,25.7,6.1,30.6
8/8/2014,Admiralty,0.6,27.8,30.9,25.7,5.4,24.5
9/8/2014,Admiralty,0,28.7,32.2,26.5,9.3,39.2
10/8/2014,Admiralty,13.4,27.3,31.6,24.4,5.8,42.1
11/8/2014,Admiralty,35.6,27.3,31.1,23.5,4.9,38.9
12/8/2014,Admiralty,0,27.2,30.6,24.5,5.4,33.5
13/8/2014,Admiralty,0,26.4,28.9,24.6,5.7,22.7
14/8/2014,Admiralty,2.6,26.8,29.5,25.4,6,31.7
15/8/2014,Admiralty,na,na,na,na,na,na
16/8/2014,Admiralty,na,na,na,na,na,na
17/8/2014,Admiralty,na,na,na,na,na,na
18/8/2014,Admiralty,na,na,na,na,na,na
19/8/2014,Admiralty,na,na,na,na,na,na
20/8/2014,Admiralty,na,na,na,na,na,na
21/8/2014,Admiralty,na,na,na,na,na,na
22/8/2014,Admiralty,na,na,na,na,na,na
23/8/2014,Admiralty,na,na,na,na,na,na
24/8/2014,Admiralty,na,na,na,na,na,na
25/8/2014,Admiralty,na,na,na,na,na,na
26/8/2014,Admiralty,na,na,na,na,na,na
27/8/2014,Admiralty,na,na,na,na,na,na
28/8/2014,Admiralty,na,na,na,na,na,na
29/8/2014,Admiralty,na,na,na,na,na,na
30/8/2014,Admiralty,na,na,na,na,na,na
31/8/2014,Admiralty,na,na,na,na,na,na
1/10/2014,Admiralty,na,na,na,na,na,na
2/10/2014,Admiralty,na,na,na,na,na,na
3/10/2014,Admiralty,na,na,na,na,na,na
4/10/2014,Admiralty,na,na,na,na,na,na
5/10/2014,Admiralty,na,na,na,na,na,na
6/10/2014,Admiralty,na,na,na,na,na,na
7/10/2014,Admiralty,na,na,na,na,na,na
8/10/2014,Admiralty,na,na,na,na,na,na
9/10/2014,Admiralty,na,na,na,na,na,na
10/10/2014,Admiralty,na,na,na,na,na,na
11/10/2014,Admiralty,na,na,na,na,na,na
12/10/2014,Admiralty,na,na,na,na,na,na
13/10/2014,Admiralty,na,na,na,na,na,na
14/10/2014,Admiralty,na,na,na,na,na,na
15/10/2014,Admiralty,na,na,na,na,na,na
16/10/2014,Admiralty,1.4,na,32.5,26.2,7.2,27.7
17/10/2014,Admiralty,41.8,27.5,32.6,24.1,6.4,38.5
18/10/2014,Admiralty,0.2,26.8,31.6,25.2,6.9,42.1
19/10/2014,Admiralty,1.6,28.1,33.6,24.4,5.3,24.8
20/10/2014,Admiralty,0,28.3,33,25.4,5.7,26.6
21/10/2014,Admiralty,na,na,na,na,na,na
22/10/2014,Admiralty,0,26.1,28.3,24.6,3.7,15.8
23/10/2014,Admiralty,0,28.1,32.4,25.2,6.7,26.3
24/10/2014,Admiralty,0,29.3,34.3,25.4,6,25.6
25/10/2014,Admiralty,0,29.4,34.2,26,7.2,28.1
26/10/2014,Admiralty,0,29,33.3,26.9,8.7,38.9
27/10/2014,Admiralty,0,27.1,31.7,24.3,6.9,49
28/10/2014,Admiralty,0,27.7,32.8,25,5.8,36
29/10/2014,Admiralty,0,29,34.2,25.6,7.7,31.3
30/10/2014,Admiralty,0,28,33.4,25.7,6.3,25.2
31/10/2014,Admiralty,0,27.3,33.9,24,5.7,37.4
1/11/2014,Admiralty,0,28.1,31.9,25.6,7.3,23.4
2/11/2014,Admiralty,0,29.2,33.2,26,5.6,23.8
3/11/2014,Admiralty,0,29.8,33.6,25.9,5.3,24.8
4/11/2014,Admiralty,0,29.7,33.8,26.5,8.2,29.2
5/11/2014,Admiralty,0,27.6,34.5,23.6,6.9,30.2
6/11/2014,Admiralty,0,26.1,31.4,23.4,8.1,50
7/11/2014,Admiralty,0,26.6,31.6,24.2,7.8,37.8
8/11/2014,Admiralty,0,27.1,31.6,24,7.4,28.4
9/11/2014,Admiralty,0,27.5,31.4,23.8,6.2,39.2
10/11/2014,Admiralty,0,27.3,30.7,25.5,6.5,31.7
11/11/2014,Admiralty,6.5,26.3,31.2,24.6,5.6,24.1
12/11/2014,Admiralty,31.8,26.6,33.2,23.4,4.6,41.4
13/11/2014,Admiralty,58.2,27,33.7,23,6.5,79.9
14/11/2014,Admiralty,0.4,27,31.1,24.5,8.9,34.6
15/11/2014,Admiralty,26.6,26.9,33,24.4,6.2,33.1
16/11/2014,Admiralty,1.2,26.2,30.8,25,5.6,31
17/11/2014,Admiralty,17.8,26.1,31.7,24.8,7.5,44.3
18/11/2014,Admiralty,3,25.6,27.1,24.8,5.9,17.3
19/11/2014,Admiralty,0,27.3,32.9,24.9,8.2,36
20/11/2014,Admiralty,10.8,26.9,31.6,25.2,7.7,28.4
21/11/2014,Admiralty,1,27.2,32.5,25.3,6.1,33.8
22/11/2014,Admiralty,6.4,27.5,33.5,25.5,5.4,36.7
23/11/2014,Admiralty,2.6,27,33,25.6,5.5,36
24/11/2014,Admiralty,1,27.6,32.6,24.9,6.6,36.4
25/11/2014,Admiralty,29.6,27.4,32.5,24.2,6.4,42.5
26/11/2014,Admiralty,33.2,27.1,33.1,24.2,7.8,71.3
27/11/2014,Admiralty,0,27.5,31.2,25.2,7.9,31
28/11/2014,Admiralty,0,27.9,31.5,26,7.4,29.9
29/11/2014,Admiralty,5.8,25.8,31.3,24.6,6.5,37.4
30/11/2014,Admiralty,0,27.6,31.2,24.6,5.6,22.3
1/12/2014,Admiralty,7.2,26.3,28.7,23.6,5.9,26.3
2/12/2014,Admiralty,0,27.7,31.7,25.3,6.1,26.6
3/12/2014,Admiralty,0,28.6,32.1,25.4,8,28.8
4/12/2014,Admiralty,45.2,25.8,27.9,23.4,6.8,48.6
5/12/2014,Admiralty,0,28.4,34.5,24.7,7,24.5
6/12/2014,Admiralty,9.6,26.8,29.5,23.6,8.5,53.3
7/12/2014,Admiralty,2,26.8,33.3,24.5,7.7,38.2
8/12/2014,Admiralty,0.2,27,30.1,24.9,8.4,28.8
9/12/2014,Admiralty,0,27.6,31.3,24.9,10.9,37.8
10/12/2014,Admiralty,0,27.8,32.2,25.5,11.4,33.8
11/12/2014,Admiralty,33.6,27,31.4,23.9,9.5,41.4
12/12/2014,Admiralty,0,28,31.7,25.3,11.6,38.5
13/12/2014,Admiralty,11.8,27.2,30.5,24,9.6,37.8
14/12/2014,Admiralty,0,28.1,32,25.4,8.9,29.9
15/12/2014,Admiralty,0.2,27.5,31,25.2,10,29.5
16/12/2014,Admiralty,1.8,26.5,29.1,24.8,7.3,20.2
17/12/2014,Admiralty,27,26.1,30.8,23.6,5.9,32
18/12/2014,Admiralty,10.8,27.2,32.1,24,10.1,38.9
19/12/2014,Admiralty,28.2,25.2,25.8,24.5,7.8,24.8
20/12/2014,Admiralty,0,26.8,32.9,24.9,7.9,41
21/12/2014,Admiralty,0,26.9,31.2,25.2,8.5,38.9
22/12/2014,Admiralty,0,26.7,30.8,24.4,7.3,24.1
23/12/2014,Admiralty,0,26.1,28.3,24.7,8.6,29.9
24/12/2014,Admiralty,0.4,26.6,32.4,24.8,7.6,27.4
25/12/2014,Admiralty,0,27.2,31.9,25.6,5,24.1
26/12/2014,Admiralty,25,25.2,28.1,23.7,7.4,31.3
27/12/2014,Admiralty,19.4,25.8,31,23.8,7.2,29.2
28/12/2014,Admiralty,1.8,26,29.7,24.3,10.5,35.6
29/12/2014,Admiralty,1,25.2,28.2,24.1,13.3,50
30/12/2014,Admiralty,0,24.8,26,23.9,12.1,45.7
31/12/2014,Admiralty,0,25.9,28.1,24.4,11.2,36.7
1/1/2015,Admiralty,0,25.8,27.2,24.7,11.5,32.8
2/1/2015,Admiralty,0,26.6,29.5,24.7,13.9,38.2
3/1/2015,Admiralty,0,26.8,30.3,24.2,13.2,36.4
4/1/2015,Admiralty,0,27.1,31.1,24.6,12.1,34.2
5/1/2015,Admiralty,0,27.5,31.8,24.5,9.9,30.2
6/1/2015,Admiralty,41.8,26.7,32.2,24.3,8.8,36.7
7/1/2015,Admiralty,7.8,26,30.7,24.8,8.1,27.4
8/1/2015,Admiralty,6.4,25.8,30,24.3,8,33.8
9/1/2015,Admiralty,0.6,24.6,26.2,23.7,9.9,29.9
10/1/2015,Admiralty,1.6,25.9,32.8,23.5,9.9,27.4
11/1/2015,Admiralty,0.4,26.5,29.8,24.6,11.2,35.6
12/1/2015,Admiralty,0,27.3,30.6,25.3,16.4,41.8
13/1/2015,Admiralty,0,27.1,31.2,24.6,15.9,41.4
14/1/2015,Admiralty,0,27,30.9,24.6,16,44.6
15/1/2015,Admiralty,0,27,31,24.7,15.5,42.5
16/1/2015,Admiralty,0,26.4,30.4,23.6,13.8,39.2
17/1/2015,Admiralty,0,26.5,30.9,23.5,14.1,37.1
18/1/2015,Admiralty,0,26.4,30.1,24,15,42.5
19/1/2015,Admiralty,0,26.3,30.5,23.7,14.6,38.9
